"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG000001556295",3.61948008651623e-07,1.64358528080379,0.727,0.179,0.0211953134386304,"intrahepatic cholangiocyte","ENSG00000155629"
"ENSG00000143183",3.83776728434828e-07,2.0094527006499,1,0.483,0.0224735814404151,"intrahepatic cholangiocyte","ENSG00000143183"
"ENSG000001013501",4.38366304381486e-07,2.32036913747166,0.636,0.153,0.0256702924182754,"intrahepatic cholangiocyte","ENSG00000101350"
"ENSG000001153065",4.43928097698665e-07,2.2143824142541,0.909,0.432,0.0259959854731361,"intrahepatic cholangiocyte","ENSG00000115306"
"ENSG00000148296",4.83267156410076e-07,3.08331798991812,0.636,0.151,0.0282996414122177,"intrahepatic cholangiocyte","ENSG00000148296"
"ENSG000000184085",5.92080885353638e-07,2.88554981285496,0.727,0.224,0.0346716645654237,"intrahepatic cholangiocyte","ENSG00000018408"
"ENSG00000141385",5.92643209555159e-07,2.23496043269471,0.818,0.274,0.0347045937083406,"intrahepatic cholangiocyte","ENSG00000141385"
"ENSG000001384482",6.31844641843186e-07,3.96660791815206,0.727,0.237,0.0370001903816951,"intrahepatic cholangiocyte","ENSG00000138448"
"ENSG000001059261",6.39047464288402e-07,2.62215587487233,0.545,0.113,0.0374219804612646,"intrahepatic cholangiocyte","ENSG00000105926"
"ENSG000000235161",6.3924802328247e-07,3.57461818527338,0.727,0.213,0.0374337249953981,"intrahepatic cholangiocyte","ENSG00000023516"
"ENSG000001132821",6.85375470549712e-07,2.14095744792446,1,0.453,0.0401349021799206,"intrahepatic cholangiocyte","ENSG00000113282"
"ENSG0000004660410",7.19279848919711e-07,3.69049354985339,0.545,0.116,0.0421203086728894,"intrahepatic cholangiocyte","ENSG00000046604"
"ENSG000001452474",9.58580980076863e-07,1.63464279069302,0.818,0.286,0.056133543612321,"intrahepatic cholangiocyte","ENSG00000145247"
"ENSG000001361932",1.15189256289869e-06,4.09509310331214,0.545,0.118,0.0674536765907844,"intrahepatic cholangiocyte","ENSG00000136193"
"ENSG00000196655",1.31714664556647e-06,2.15162312158499,0.818,0.272,0.0771307904177269,"intrahepatic cholangiocyte","ENSG00000196655"
"ENSG00000173473",2.23048104657091e-06,1.91656297720586,0.818,0.328,0.130614739606146,"intrahepatic cholangiocyte","ENSG00000173473"
"ENSG000000997954",2.68620768466479e-06,1.88561735122784,1,0.587,0.157301635806285,"intrahepatic cholangiocyte","ENSG00000099795"
"ENSG000001820545",2.72545083533059e-06,2.02413441162457,0.818,0.294,0.159599675466124,"intrahepatic cholangiocyte","ENSG00000182054"
"ENSG000001711054",2.88638772589073e-06,2.43475949818185,0.727,0.258,0.169023978840435,"intrahepatic cholangiocyte","ENSG00000171105"
"ENSG000001133871",2.92423859893203e-06,1.75796318448405,1,0.754,0.171240488114861,"intrahepatic cholangiocyte","ENSG00000113387"
"ENSG000001961871",3.42006092976035e-06,2.25257531180835,0.636,0.176,0.200275347985836,"intrahepatic cholangiocyte","ENSG00000196187"
"ENSG000001431586",3.492919448942e-06,2.36613421056498,0.909,0.432,0.204541870010595,"intrahepatic cholangiocyte","ENSG00000143158"
"ENSG0000003906814",3.66543919183478e-06,2.41623304415151,0.545,0.123,0.214644453634653,"intrahepatic cholangiocyte","ENSG00000039068"
"ENSG00000109184",4.18385321747656e-06,1.65426461078216,0.545,0.124,0.24500226056221,"intrahepatic cholangiocyte","ENSG00000109184"
"ENSG000001279142",4.1861876297705e-06,1.51874183905268,1,0.593,0.245138961411731,"intrahepatic cholangiocyte","ENSG00000127914"
"ENSG000001038114",4.20918860691324e-06,2.4679267888282,0.818,0.361,0.246485875632232,"intrahepatic cholangiocyte","ENSG00000103811"
"ENSG000001330303",4.63067946517088e-06,2.09215249114448,0.818,0.296,0.271167958800942,"intrahepatic cholangiocyte","ENSG00000133030"
"ENSG000001442832",5.8972726722816e-06,3.32129641037867,0.545,0.138,0.345338390416138,"intrahepatic cholangiocyte","ENSG00000144283"
"ENSG00000103550",6.23581670405035e-06,2.94586007910789,0.636,0.18,0.365163190372485,"intrahepatic cholangiocyte","ENSG00000103550"
"ENSG000001230944",6.36914768732509e-06,3.67135697699964,0.545,0.135,0.37297091942207,"intrahepatic cholangiocyte","ENSG00000123094"
"ENSG000001821652",6.54187570420109e-06,2.84218525321843,0.636,0.183,0.383085699362311,"intrahepatic cholangiocyte","ENSG00000182165"
"ENSG000001088262",6.55279421478231e-06,1.58090284499985,0.818,0.317,0.383725076423437,"intrahepatic cholangiocyte","ENSG00000108826"
"ENSG000001444511",7.46049190286077e-06,3.44914460187706,0.545,0.139,0.436878945339624,"intrahepatic cholangiocyte","ENSG00000144451"
"ENSG0000018555110",7.72198396012555e-06,3.66301113333219,0.636,0.19,0.452191658720992,"intrahepatic cholangiocyte","ENSG00000185551"
"ENSG00000073417",8.79302969138114e-06,3.20299376387794,0.545,0.138,0.514911025697588,"intrahepatic cholangiocyte","ENSG00000073417"
"ENSG00000010818",9.90869016385944e-06,2.06517045368114,0.636,0.179,0.580242987305445,"intrahepatic cholangiocyte","ENSG00000010818"
"ENSG000000914831",9.94261228681215e-06,3.19194635474318,0.636,0.201,0.582229432903433,"intrahepatic cholangiocyte","ENSG00000091483"
"ENSG000001524926",1.01678810997268e-05,2.44113745781443,0.818,0.341,0.595420949318899,"intrahepatic cholangiocyte","ENSG00000152492"
"ENSG000001421929",1.02261251272222e-05,2.30980439744152,0.909,0.421,0.598831661325006,"intrahepatic cholangiocyte","ENSG00000142192"
"ENSG000001366361",1.04677238338916e-05,2.5095864788669,0.545,0.134,0.612979439988861,"intrahepatic cholangiocyte","ENSG00000136636"
"ENSG000000998492",1.13484801455617e-05,2.19942685522876,0.545,0.133,0.664555648843948,"intrahepatic cholangiocyte","ENSG00000099849"
"ENSG000002134631",1.19126985003618e-05,2.51703953431901,0.636,0.198,0.697595711482684,"intrahepatic cholangiocyte","ENSG00000213463"
"ENSG000001231781",1.26229883531318e-05,2.46875500252989,0.545,0.142,0.739189574971046,"intrahepatic cholangiocyte","ENSG00000123178"
"ENSG000001985892",1.37529065500382e-05,2.00421875466177,0.636,0.204,0.805356454663689,"intrahepatic cholangiocyte","ENSG00000198589"
"ENSG000001967814",1.39639998097079e-05,1.74467821917312,0.727,0.252,0.817717864856685,"intrahepatic cholangiocyte","ENSG00000196781"
"ENSG000001055182",1.52416854302176e-05,1.99870171064427,0.818,0.333,0.892537857108113,"intrahepatic cholangiocyte","ENSG00000105518"
"ENSG000000960801",1.55389432616452e-05,2.08663235682509,0.636,0.194,0.909944978458684,"intrahepatic cholangiocyte","ENSG00000096080"
"ENSG000001688182",1.56366430581123e-05,2.31078432960563,0.545,0.14,0.915666180839998,"intrahepatic cholangiocyte","ENSG00000168818"
"ENSG00000084652",1.63684831730268e-05,1.95197931155499,0.636,0.21,0.958522006129276,"intrahepatic cholangiocyte","ENSG00000084652"
"ENSG000001286416",1.64654062639735e-05,1.55737546756722,0.545,0.135,0.964197725412024,"intrahepatic cholangiocyte","ENSG00000128641"
"ENSG000000135836",1.78522266845044e-05,2.83145192845988,0.727,0.283,1,"intrahepatic cholangiocyte","ENSG00000013583"
"ENSG000001258181",1.79114136482063e-05,1.9035368185277,0.818,0.347,1,"intrahepatic cholangiocyte","ENSG00000125818"
"ENSG000001704302",1.8701908675057e-05,1.55696420778277,0.818,0.334,1,"intrahepatic cholangiocyte","ENSG00000170430"
"ENSG00000109083",1.93292774498171e-05,2.73608936479954,0.727,0.278,1,"intrahepatic cholangiocyte","ENSG00000109083"
"ENSG00000066651",2.0213206939495e-05,4.42001689547176,0.545,0.143,1,"intrahepatic cholangiocyte","ENSG00000066651"
"ENSG000001799181",2.19133506773109e-05,2.26241181440648,0.727,0.301,1,"intrahepatic cholangiocyte","ENSG00000179918"
"ENSG000000692751",2.23787511974344e-05,1.64773023541477,1,0.685,1,"intrahepatic cholangiocyte","ENSG00000069275"
"ENSG000001313741",2.26188967024274e-05,1.96623633477203,0.727,0.256,1,"intrahepatic cholangiocyte","ENSG00000131374"
"ENSG000001419057",2.34825676543502e-05,1.84906758425781,0.909,0.426,1,"intrahepatic cholangiocyte","ENSG00000141905"
"ENSG000002698213",2.54472040242203e-05,2.19935224961258,0.727,0.275,1,"intrahepatic cholangiocyte","ENSG00000269821"
"ENSG000000063279",2.61785945480996e-05,1.50657371030896,0.636,0.179,1,"intrahepatic cholangiocyte","ENSG00000006327"
"ENSG000001048862",2.74146683492908e-05,1.98189152468847,0.727,0.294,1,"intrahepatic cholangiocyte","ENSG00000104886"
"ENSG000000646073",2.75954613945757e-05,1.58136451133895,0.727,0.274,1,"intrahepatic cholangiocyte","ENSG00000064607"
"ENSG000002158456",2.83997139586819e-05,1.67150215747115,0.818,0.343,1,"intrahepatic cholangiocyte","ENSG00000215845"
"ENSG000000058932",2.85010589383928e-05,2.85203916385154,0.818,0.453,1,"intrahepatic cholangiocyte","ENSG00000005893"
"ENSG0000017769713",3.02663889046684e-05,1.94905080621746,0.818,0.379,1,"intrahepatic cholangiocyte","ENSG00000177697"
"ENSG0000012476611",3.18766267160101e-05,2.24366361893734,0.727,0.275,1,"intrahepatic cholangiocyte","ENSG00000124766"
"ENSG000000746952",3.48214515195784e-05,1.60721608496914,0.909,0.466,1,"intrahepatic cholangiocyte","ENSG00000074695"
"ENSG00000105135",3.494686468933e-05,3.09511677534066,0.545,0.153,1,"intrahepatic cholangiocyte","ENSG00000105135"
"ENSG000001431643",3.59294581286488e-05,2.23126379452063,0.636,0.221,1,"intrahepatic cholangiocyte","ENSG00000143164"
"ENSG000000891952",3.71296326478186e-05,2.83615485393753,0.545,0.15,1,"intrahepatic cholangiocyte","ENSG00000089195"
"ENSG000001186894",3.86362536291183e-05,1.68377898558478,0.909,0.438,1,"intrahepatic cholangiocyte","ENSG00000118689"
"ENSG00000100815",3.92658994971921e-05,1.77290624260143,0.818,0.367,1,"intrahepatic cholangiocyte","ENSG00000100815"
"ENSG000001378452",4.0293943941589e-05,1.79758533355386,0.818,0.374,1,"intrahepatic cholangiocyte","ENSG00000137845"
"ENSG00000180011",4.60891901506066e-05,3.39742969350448,0.545,0.159,1,"intrahepatic cholangiocyte","ENSG00000180011"
"ENSG000001258445",4.68566333910672e-05,1.62330190676873,0.909,0.464,1,"intrahepatic cholangiocyte","ENSG00000125844"
"ENSG00000142687",5.3190058414855e-05,1.6997181478773,0.636,0.221,1,"intrahepatic cholangiocyte","ENSG00000142687"
"ENSG000001053795",5.78631016646462e-05,2.00187263520631,0.909,0.447,1,"intrahepatic cholangiocyte","ENSG00000105379"
"ENSG0000015394410",6.55135874984676e-05,1.8781327996619,0.727,0.284,1,"intrahepatic cholangiocyte","ENSG00000153944"
"ENSG000001656447",6.56058649022218e-05,2.79882280856883,0.636,0.218,1,"intrahepatic cholangiocyte","ENSG00000165644"
"ENSG000001107174",6.60241643596919e-05,1.50776196980964,0.909,0.467,1,"intrahepatic cholangiocyte","ENSG00000110717"
"ENSG0000018280912",6.68996015489485e-05,1.82890599703549,0.636,0.193,1,"intrahepatic cholangiocyte","ENSG00000182809"
"ENSG00000079246",9.41807511915017e-05,1.52342801775573,1,0.652,1,"intrahepatic cholangiocyte","ENSG00000079246"
"ENSG000001310021",0.000105459468130362,2.39594570025017,0.545,0.156,1,"intrahepatic cholangiocyte","ENSG00000131002"
"ENSG000001817225",0.000108978476925891,1.71320862786452,0.818,0.405,1,"intrahepatic cholangiocyte","ENSG00000181722"
"ENSG00000198646",0.00011142382364078,2.01256387654035,0.545,0.168,1,"intrahepatic cholangiocyte","ENSG00000198646"
"ENSG0000012237810",0.000117486819405731,2.59128077724601,0.636,0.255,1,"intrahepatic cholangiocyte","ENSG00000122378"
"ENSG000001464141",0.00012098479345227,2.20097109477267,0.636,0.226,1,"intrahepatic cholangiocyte","ENSG00000146414"
"ENSG000001040679",0.000123824185194629,1.96143415116044,0.636,0.23,1,"intrahepatic cholangiocyte","ENSG00000104067"
"ENSG000001446771",0.000134954305951625,5.10205432235406,0.545,0.165,1,"intrahepatic cholangiocyte","ENSG00000144677"
"ENSG0000012414512",0.000138477870690117,2.15221961135956,0.636,0.224,1,"intrahepatic cholangiocyte","ENSG00000124145"
"ENSG0000016579512",0.000142410670427178,1.96429256992504,0.636,0.221,1,"intrahepatic cholangiocyte","ENSG00000165795"
"ENSG000002065271",0.000161133772229182,1.56996791567809,0.545,0.17,1,"intrahepatic cholangiocyte","ENSG00000206527"
"ENSG000001064001",0.000167963439292403,1.67422616002695,0.909,0.498,1,"intrahepatic cholangiocyte","ENSG00000106400"
"ENSG0000005212610",0.000170757216286201,3.30439918623306,0.545,0.187,1,"intrahepatic cholangiocyte","ENSG00000052126"
"ENSG000001973452",0.000174524092319852,1.72220268706853,0.727,0.332,1,"intrahepatic cholangiocyte","ENSG00000197345"
"ENSG0000014786212",0.00017984310728921,1.73479744537318,0.727,0.3,1,"intrahepatic cholangiocyte","ENSG00000147862"
"ENSG000001380782",0.000180030351072698,2.16607326522348,0.545,0.18,1,"intrahepatic cholangiocyte","ENSG00000138078"
"ENSG000001236842",0.000183702980512544,1.64472715438721,0.727,0.286,1,"intrahepatic cholangiocyte","ENSG00000123684"
"ENSG000002761682",0.000190374224812756,1.80246204060807,0.545,0.172,1,"intrahepatic cholangiocyte","ENSG00000276168"
"ENSG000000914904",0.000192261708059245,2.73716920759624,0.545,0.171,1,"intrahepatic cholangiocyte","ENSG00000091490"
"ENSG0000018188519",0.000223536166988638,1.81688913088712,0.545,0.165,1,"intrahepatic cholangiocyte","ENSG00000181885"
"ENSG000001095723",0.000237263286507422,2.26631541968737,0.636,0.244,1,"intrahepatic cholangiocyte","ENSG00000109572"
"ENSG00000147421",0.000265598217084814,1.6223757744783,0.545,0.179,1,"intrahepatic cholangiocyte","ENSG00000147421"
"ENSG00000168303",0.00027058122202708,1.63940942314736,0.727,0.329,1,"intrahepatic cholangiocyte","ENSG00000168303"
"ENSG000001530486",0.000272401282388976,2.32243293301231,0.727,0.368,1,"intrahepatic cholangiocyte","ENSG00000153048"
"ENSG000001965764",0.000280769824092169,3.01350638756243,0.545,0.196,1,"intrahepatic cholangiocyte","ENSG00000196576"
"ENSG00000181038",0.000289272474280972,1.73975792415203,0.636,0.252,1,"intrahepatic cholangiocyte","ENSG00000181038"
"ENSG000001328494",0.000291744235936495,1.8897522198575,0.545,0.174,1,"intrahepatic cholangiocyte","ENSG00000132849"
"ENSG000001540011",0.000292243173808575,1.59573536895516,0.727,0.334,1,"intrahepatic cholangiocyte","ENSG00000154001"
"ENSG00000144567",0.00029739387442454,1.59122633269596,0.636,0.25,1,"intrahepatic cholangiocyte","ENSG00000144567"
"ENSG00000163848",0.000298550666997467,1.66335767553837,0.727,0.366,1,"intrahepatic cholangiocyte","ENSG00000163848"
"ENSG000001513665",0.000299608324155001,1.55844172806083,0.818,0.527,1,"intrahepatic cholangiocyte","ENSG00000151366"
"ENSG000001005191",0.000300888106407906,1.93803101428389,0.727,0.399,1,"intrahepatic cholangiocyte","ENSG00000100519"
"ENSG000001052586",0.000313330706620857,1.64091207867621,0.818,0.413,1,"intrahepatic cholangiocyte","ENSG00000105258"
"ENSG000001679697",0.000344850768549723,2.051220008071,0.727,0.331,1,"intrahepatic cholangiocyte","ENSG00000167969"
"ENSG000000234458",0.000355794206050677,2.78652483615041,0.727,0.286,1,"intrahepatic cholangiocyte","ENSG00000023445"
"ENSG000000607625",0.000375166034772701,1.55157878732887,0.727,0.36,1,"intrahepatic cholangiocyte","ENSG00000060762"
"ENSG000001303968",0.000390021859545485,2.04533009693638,0.636,0.266,1,"intrahepatic cholangiocyte","ENSG00000130396"
"ENSG000002720472",0.00041728593869114,1.65196284935938,0.727,0.343,1,"intrahepatic cholangiocyte","ENSG00000272047"
"ENSG000000710514",0.000419990435163806,2.97732445223032,0.636,0.272,1,"intrahepatic cholangiocyte","ENSG00000071051"
"ENSG000001494281",0.000420603125212314,1.86407396316402,0.545,0.181,1,"intrahepatic cholangiocyte","ENSG00000149428"
"ENSG000002630011",0.000421365046058467,2.05138864597089,0.636,0.269,1,"intrahepatic cholangiocyte","ENSG00000263001"
"ENSG000001433212",0.000490176112892824,1.83180674344148,0.727,0.421,1,"intrahepatic cholangiocyte","ENSG00000143321"
"ENSG000000803452",0.000498607432596096,2.00502365793782,0.727,0.347,1,"intrahepatic cholangiocyte","ENSG00000080345"
"ENSG000001365214",0.000516706984172359,1.79432213609669,0.818,0.426,1,"intrahepatic cholangiocyte","ENSG00000136521"
"ENSG000001706342",0.000517966155254267,1.75081038672521,0.545,0.189,1,"intrahepatic cholangiocyte","ENSG00000170634"
"ENSG00000152291",0.000525053330338793,1.53979811059025,0.909,0.552,1,"intrahepatic cholangiocyte","ENSG00000152291"
"ENSG000001980873",0.000528334984412844,2.72562940321319,0.636,0.277,1,"intrahepatic cholangiocyte","ENSG00000198087"
"ENSG000001224841",0.0005284320697666,2.89845643378083,0.545,0.183,1,"intrahepatic cholangiocyte","ENSG00000122484"
"ENSG00000064419",0.000541921388264085,3.53497835008152,0.545,0.195,1,"intrahepatic cholangiocyte","ENSG00000064419"
"ENSG000001059719",0.000586759576899014,1.61007543225144,0.545,0.177,1,"intrahepatic cholangiocyte","ENSG00000105971"
"ENSG0000016254513",0.00068439717442972,1.66155367095359,0.545,0.188,1,"intrahepatic cholangiocyte","ENSG00000162545"
"ENSG000001085286",0.000709565305940584,1.50966095539624,0.636,0.281,1,"intrahepatic cholangiocyte","ENSG00000108528"
"ENSG000001415042",0.000712839040365536,1.83846587529809,0.727,0.433,1,"intrahepatic cholangiocyte","ENSG00000141504"
"ENSG00000112851",0.000746771679270025,1.69255863151801,0.727,0.382,1,"intrahepatic cholangiocyte","ENSG00000112851"
"ENSG00000168827",0.000767484633093817,1.50921383578019,0.545,0.195,1,"intrahepatic cholangiocyte","ENSG00000168827"
"ENSG000001752032",0.000784563831073162,1.89326257765757,0.727,0.374,1,"intrahepatic cholangiocyte","ENSG00000175203"
"ENSG0000021453013",0.000792812597098074,2.32187695018506,0.545,0.198,1,"intrahepatic cholangiocyte","ENSG00000214530"
"ENSG000001005928",0.000835851944979287,2.2444426404416,0.636,0.282,1,"intrahepatic cholangiocyte","ENSG00000100592"
"ENSG000001085821",0.000879223821520629,2.49631817631623,0.636,0.288,1,"intrahepatic cholangiocyte","ENSG00000108582"
"ENSG000000738494",0.000881167912962514,2.16306573672474,0.545,0.205,1,"intrahepatic cholangiocyte","ENSG00000073849"
"ENSG000001346443",0.000974137308720042,1.7001684004774,0.727,0.425,1,"intrahepatic cholangiocyte","ENSG00000134644"
"ENSG000001838643",0.000981322760721349,2.47284749152187,0.636,0.303,1,"intrahepatic cholangiocyte","ENSG00000183864"
"ENSG000000858718",0.00099867030355007,1.96247968600875,0.636,0.272,1,"intrahepatic cholangiocyte","ENSG00000085871"
"ENSG000001391462",0.00108269151768917,1.50181755764685,0.636,0.272,1,"intrahepatic cholangiocyte","ENSG00000139146"
"ENSG000001032609",0.00109797953794186,1.83950603067271,0.545,0.21,1,"intrahepatic cholangiocyte","ENSG00000103260"
"ENSG000001543808",0.00112180981860631,1.86130535881626,0.545,0.198,1,"intrahepatic cholangiocyte","ENSG00000154380"
"ENSG00000009335",0.00118548683119043,1.66758115479353,0.545,0.22,1,"intrahepatic cholangiocyte","ENSG00000009335"
"ENSG000001600491",0.00118838845595207,1.90332150490669,0.545,0.215,1,"intrahepatic cholangiocyte","ENSG00000160049"
