DepMap_ID,stripped_cell_line_name,CCLE_Name,sex,primary_disease,Subtype,lineage.x,lineage_subtype,lineage_sub_subtype,lineage.y,1st_rank_DEG,2nd_rank_DEG,3rd_rank_DEG,4th_rank_DEG,5th_rank_DEG,6th_rank_DEG,7th_rank_DEG,8th_rank_DEG,9th_rank_DEG,10th_rank_DEG
ACH-000430,TYKNU,TYKNU_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, high grade serous",ovary,ovary_adenocarcinoma,high_grade_serous,ovary,ECSCR,TIE1,RGS4,ACTL8,MMRN1,ICAM2,APLN,CDH5,CD93,PROCR
ACH-000431,NCIH1694,NCIH1694_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,MYCL,PPP1R17,HEPACAM2,NEUROD1,TCEAL2,BEX1,PCP4,AKT3,CPLX2,TSPAN7
ACH-000432,BV173,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",blood,CML,blast_crisis,blood,JCHAIN,IGLL1,IRAG2,VPREB3,IGLL5,TCL1A,NIBAN3,MYLK3,CD52,MZB1
ACH-000433,CAKI1,CAKI1_KIDNEY,Male,Kidney Cancer,"Renal Carcinoma, clear cell",kidney,renal_cell_carcinoma,clear_cell,kidney,SAA1,CXCL6,SAA2,CXCL1,PDZK1IP1,COLEC10,SPP1,CA3,CXCL5,CLDN11
ACH-000434,NCIH1915,NCIH1915_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,NSCLC,NSCLC_large_cell,lung,XAGE1B,XAGE1A,MMP1,SPANXB1,RGS4,KISS1,KRT81,PRSS3,CHRNA9,IGFN1
ACH-000435,EFE184,EFE184_ENDOMETRIUM,Female,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,uterus,endometrial_adenocarcinoma,,uterus,SAA1,SAA2,PDZK1IP1,LCN2,C3,CXCL5,FOLR3,CCL20,MT1A,SPOCK2
ACH-000437,SW1088,SW1088_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Astrocytoma,central_nervous_system,glioma,astrocytoma,central_nervous_system,CHI3L1,COL6A3,MMP3,THY1,TGFBI,IL7R,SLC14A1,COL1A2,RPS4Y1,AKR1B10
ACH-000438,LU65,LU65_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,NSCLC,NSCLC_large_cell,lung,CXCL5,HLA-DRA,HLA-DRB1,HLA-DRB5,TESC,MUC6,HLA-DPB1,MUC5AC,CP,CD74
ACH-000439,ME1,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",blood,AML,M4,blood,MPO,TPSB2,CSF3R,TYROBP,AIF1,CD34,PRSS57,IGLL1,ST18,ITM2A
ACH-000440,CA46,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,CD79B,JCHAIN,IGLL5,IRAG2,MZB1,RUBCNL,TCL1A,CD79A,MEF2B,CD52
ACH-000441,SH4,SH4_SKIN,Female,Skin Cancer,Melanoma,skin,melanoma,,skin,PMEL,RGS1,S100A1,TYRP1,TYR,WFDC1,MLANA,A2M,SOX10,S100B
ACH-000442,RERFLCSQ1,RERFLCSQ1_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,NSCLC,NSCLC_squamous,lung,LRRC17,FN1,KRT81,SERPINE1,CXCL12,CES1,CEMIP,MMP2,TAGLN,MAGEA4
ACH-000443,OVKATE,OVKATE_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, high grade serous",ovary,ovary_adenocarcinoma,high_grade_serous,ovary,SPOCK2,FLG,KLK7,LCN2,TMEM100,S100A1,FOLR1,CRYAB,THY1,KLK6
ACH-000444,LU99,LU99_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,NSCLC,NSCLC_large_cell,lung,KRT34,ESM1,MMP1,XAGE1B,KRT23,KRTAP2-3,RASSF8,IL13RA2,TRIML2,GNGT2
ACH-000445,KNS60,KNS60_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,RARRES2,COL1A2,COL1A1,THY1,SPARC,RFPL4A,EFEMP1,GREM1,MMP2,CLEC3B
ACH-000446,KPNSI9S,KPNSI9S_AUTONOMIC_GANGLIA,Male,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,COL3A1,POSTN,COL6A3,ACTG2,FRG2,RPS4Y1,MMP2,IGF2,COL1A1,LUM
ACH-000447,NCIH2228,NCIH2228_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,SLC34A2,CHI3L1,XAGE1B,ALDH3A1,AKR1C2,CDH11,S100A9,HLA-DRB5,HLA-DRB1,AKR1B10
ACH-000448,NCIH1666,NCIH1666_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,S100A7,S100A9,S100A8,PI3,KRT81,FABP4,DEFB1,SERPINB3,S100A14,TREM1
ACH-000449,MESSA,MESSA_SOFT_TISSUE,Female,Sarcoma,Uterine Sarcoma,soft_tissue,uterine_sarcoma,,soft_tissue,ALDH1A1,DCN,MROH2A,AARD,MMP10,SMPX,KERA,AKR1C1,MYOT,KCNJ16
ACH-000450,MELHO,MELHO_SKIN,Female,Skin Cancer,Melanoma,skin,melanoma,,skin,PMEL,DCT,MLANA,SLC45A2,S100B,MIA,CAPN3,TYR,SOX10,UCN2
ACH-000451,NCIH2085,NCIH2085_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,CLDN6,KISS1,ALPP,PSG4,FN1,XAGE1B,MMP9,XAGE2,SLC1A6,IGF2
ACH-000452,TE8,TE8_OESOPHAGUS,Male,Esophageal Cancer,Squamous Cell Carcinoma,esophagus,esophagus_squamous,,esophagus,CYP24A1,CGB5,KRT17,TGFBI,KRT6A,KRT5,COL5A1,S100A2,SERPINE1,ANXA8L1
ACH-000454,HCC95,HCC95_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,NSCLC,NSCLC_squamous,lung,KRT5,AKR1C2,KRT13,KRT14,ALDH3A1,AKR1C1,FGFBP1,AKR1B10,NRG1,TP63
ACH-000455,LN428,LN428_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,IL13RA2,LUM,CD36,COL7A1,GPR15,RPS4Y1,CPA4,CACNA1A,SLC38A3,GABRA3
ACH-000456,BCPAP,BCPAP_THYROID,Female,Thyroid Cancer,"Carcinoma, papillary",thyroid,thyroid_carcinoma,papillary,thyroid,MMP1,CXCL6,SMR3B,FN1,TIE1,IL13RA2,CXCL1,TFPI2,MMP13,PDPN
ACH-000457,CAL54,CAL54_KIDNEY,Male,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,FXYD2,SPP1,MMP7,PDZK1IP1,IGFN1,HAVCR1,VCAN,CXCL5,SLC34A2,KCNJ16
ACH-000458,CJM,CJM_SKIN,Unknown,Skin Cancer,Melanoma,skin,melanoma,,skin,LCN2,MMP1,AREG,IL13RA2,CSF3,HBEGF,SPANXA2,IL1B,KRT5,KRT6A
ACH-000459,TUHR10TKB,TUHR10TKB_KIDNEY,Male,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,MT3,NDUFA4L2,IGFBP3,IFI27,PDZK1IP1,AKR1B10,SYT13,CA9,SERPINE1,FXYD2
ACH-000460,SNU8,SNU8_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, high grade serous",ovary,ovary_adenocarcinoma,high_grade_serous,ovary,SAA1,LCN2,CXCL1,WFDC2,C3,CCL20,FLG,FN1,CCL2,SAA2
ACH-000461,SNU1196,SNU1196_BILIARY_TRACT,Unknown,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",bile_duct,cholangiocarcinoma,extrahepatic,bile_duct,KLK6,KLK5,MIA,C6orf132,MDFI,AQP5,S100P,KRT23,BMP4,KLK7
ACH-000462,NALM1,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",blood,CML,blast_crisis,blood,DNTT,IGLL1,VPREB3,VPREB1,TCL1A,NIBAN3,ARMH1,IRAG2,CD52,MZB1
ACH-000463,NCIH460,NCIH460_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,NSCLC,NSCLC_large_cell,lung,TBXT,AKR1B10,SPP1,ALDH3A1,AGR2,AKR1C2,RPS4Y1,SRGN,AKR1C1,CDH11
ACH-000464,CAS1,CAS1_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,COL6A3,COL1A2,CCL2,COL1A1,THY1,COL6A2,LRRC17,PCDHGC5,COL6A1,MFAP4
ACH-000465,SKMEL1,SKMEL1_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,NSG1,PMEL,FGFBP2,SLC45A2,MAG,MLANA,ALDH1A3,FRG2,BIRC7,TYR
ACH-000466,SNU216,SNU216_STOMACH,Female,Gastric Cancer,"Adenocarcinoma, tubular",gastric,gastric_adenocarcinoma,tubular,gastric,KLK5,KLK6,CRISP3,PSG8,ALPP,GAST,ADGRF1,GABRP,ANPEP,RARRES1
ACH-000467,HCC56,HCC56_LARGE_INTESTINE,Unknown,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,OLFM4,LGALS4,LEFTY1,PHGR1,TSPAN8,DPEP1,CDX1,CEACAM5,VIL1,MUC13
ACH-000468,PK45H,PK45H_PANCREAS,Unknown,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,FABP4,S100A4,UGT1A10,VIPR1,VCAN,TACSTD2,ANKRD1,TSPAN8,DIO2,EPHB6
ACH-000469,YH13,YH13_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,ELN,COL1A2,LUM,BGN,COL3A1,CXCL12,TMEM119,COL1A1,THY1,DCN
ACH-000470,SW1463,SW1463_LARGE_INTESTINE,Female,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,DEFA5,TSPAN8,DEFA6,PHGR1,LGALS4,MT1G,SPINK4,GPX2,KRT20,FABP1
ACH-000471,LI7,LI7_LIVER,Male,Liver Cancer,,liver,,,liver,AMBP,AKR1B10,IGF2,AKR1C3,TM4SF4,ALDH1A1,VSIG1,CES1,ALDH1A2,AGR2
ACH-000472,HSC2,HSC2_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,Squamous Cell Carcinoma,upper_aerodigestive,upper_aerodigestive_squamous,,upper_aerodigestive,KRT5,KRT14,KRT17,KRT15,KRT6A,ANXA8L1,S100A2,SCGB1A1,FXYD3,FAT2
ACH-000473,RT112,RT112_URINARY_TRACT,Female,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,KRT13,FABP4,LY6D,UPK1B,S100P,KRT4,KRT5,S100A9,KRT17,KRT7
ACH-000475,HUH1,HUH1_LIVER,Male,Liver Cancer,"Hepatocellular Carcinoma, HBs-antigen carrier",liver,hepatocellular_carcinoma,hbs_antigen_carrier,liver,ALB,CES1,AKR1B10,APOA2,TF,AMBP,AKR1C1,ORM1,GSTA1,SPP1
ACH-000476,JHH4,JHH4_LIVER,Male,Liver Cancer,Hepatocellular Carcinoma,liver,hepatocellular_carcinoma,,liver,XAGE1B,FXYD2,SPP1,KRT20,PAGE5,MMP7,VCAN,CTAG2,GAGE1,KCNJ15
ACH-000477,MALME3M,MALME3M_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,PMEL,S100B,APOD,TYR,MLANA,MIA,S100A1,PLP1,SOX10,MPZ
ACH-000478,SNU387,SNU387_LIVER,Female,Liver Cancer,Hepatocellular Carcinoma,liver,hepatocellular_carcinoma,,liver,COL6A3,COL1A2,RARRES2,TGFBI,UGT1A10,CHI3L1,MMP2,SERPINE1,SPARC,KRT81
ACH-000479,KNS81,KNS81_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,CXCL14,COL1A2,GFAP,CEMIP,THY1,COL11A1,IGFBP5,MFAP5,COL8A1,FSTL1
ACH-000480,HUH7,HUH7_LIVER,Male,Liver Cancer,Hepatocellular Carcinoma,liver,hepatocellular_carcinoma,,liver,AFP,APOA2,ALB,TF,AMBP,APOA1,FGB,TTR,FGA,SERPINA1
ACH-000481,NCIH2170,NCIH2170_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,NSCLC,NSCLC_squamous,lung,AGR2,CEACAM6,AKR1C2,KRT4,AKR1C1,ALDH3A1,AKR1C3,ERBB2,CDC6,GPX2
ACH-000482,RERFLCKJ,RERFLCKJ_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,TFF1,CGA,PSCA,S100P,AGR2,FGG,AZGP1,CRISP3,MUC5B,S100A14
ACH-000483,SNU182,SNU182_LIVER,Male,Liver Cancer,Hepatocellular Carcinoma,liver,hepatocellular_carcinoma,,liver,MFAP4,COL3A1,ANKRD1,COL11A1,SPARC,COL1A1,IL11,COL1A2,KLK6,LUM
ACH-000484,VMRCRCW,VMRCRCW_KIDNEY,Male,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,NPPB,GAL3ST1,SPP1,UGT1A9,LGALS2,CA9,RPS4Y1,ALDH1A1,HAVCR1,PDZK1IP1
ACH-000485,GSU,GSU_STOMACH,Male,Gastric Cancer,Adenocarcinoma,gastric,gastric_adenocarcinoma,,gastric,LYZ,LGALS4,PHGR1,REG4,FABP1,TSPAN8,GPX2,LY6D,SPINK4,HMGCS2
ACH-000486,KU1919,KU1919_URINARY_TRACT,Male,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,KRT5,KRT15,ANXA10,CGB5,VCX3A,S100A14,LAMC2,CST6,S100A2,KRT6A
ACH-000487,F36P,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",blood,AML,M6,blood,HBG2,PRG2,HBA1,FAM178B,MYL4,CA1,APOE,AVP,GYPA,HLA-DRA
ACH-000488,TE11,TE11_OESOPHAGUS,Male,Esophageal Cancer,Squamous Cell Carcinoma,esophagus,esophagus_squamous,,esophagus,KRT5,KRT14,KRT6A,AKR1C2,AKR1B10,ANO1,ALDH3A1,AKR1C1,GPX2,KRT17
ACH-000489,SW1116,SW1116_LARGE_INTESTINE,Male,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,KRT20,KRT23,TSPAN8,LYZ,CDH17,KLK6,MUC13,MMP7,PHGR1,LGALS4
ACH-000490,SF767,SF767_CENTRAL_NERVOUS_SYSTEM,Female,Brain Cancer,Astrocytoma,central_nervous_system,glioma,astrocytoma,central_nervous_system,KRT13,KRT5,KRT4,S100A8,KRT15,LY6D,KRT6A,KRT14,S100A9,CXCL14
ACH-000491,NCIH716,NCIH716_LARGE_INTESTINE,Male,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,GCG,COL14A1,FGFR2,SST,NNAT,AGR2,GUCA2B,VGF,MTSS1,SYNGR4
ACH-000492,MUTZ5,MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",blood,ALL,b_cell,blood,JCHAIN,DNTT,HLA-DRA,TCL1A,IGLL1,CD79B,ARMH1,MS4A1,CD74,LAPTM5
ACH-000493,SNU423,SNU423_LIVER,Male,Liver Cancer,Hepatocellular Carcinoma,liver,hepatocellular_carcinoma,,liver,PSG1,KISS1,CNN1,COL1A2,IGFN1,GREM1,PLPP4,COL6A3,PSG9,KRT81
ACH-000495,TUHR4TKB,TUHR4TKB_KIDNEY,Male,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,NPPB,RARRES2,FABP7,NDUFA4L2,UGT1A9,PDZK1IP1,SERPINE1,MMP7,TNFSF10,IGFBP3
ACH-000496,NCIH1792,NCIH1792_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,AKR1B10,CXCL5,ANXA10,IL13RA2,AKR1C1,UGT1A6,POSTN,GPR143,COCH,SPP1
ACH-000498,KO52,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",blood,AML,M2,blood,MPO,ARMH1,AIF1,CSF3R,STAB1,ITM2A,CST7,HCST,CD52,PRSS57
ACH-000499,EW8,EW8_BONE,Male,Bone Cancer,Ewings Sarcoma,bone,Ewing_sarcoma,,bone,MBD3L3,CES1,UGT3A2,XAGE1B,ITM2A,CRABP1,RPS4Y1,GRP,MFAP4,PRAC1
ACH-000500,SNU46,SNU46_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",upper_aerodigestive,upper_aerodigestive_squamous,laryngeal,upper_aerodigestive,PNMA5,MAGEA4,CT45A1,DIRAS3,RPS4Y1,CDO1,MAGEA9B,CT45A3,MAGEA8,DIO2
ACH-000501,LS123,LS123_LARGE_INTESTINE,Female,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,KLK10,KLK5,KLK6,IFI27,KISS1,KRT20,C4BPB,SPOCK2,MUC4,SLC2A3
ACH-000502,TCCPAN2,TCCPAN2_PANCREAS,Female,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,LGALS4,TSPAN8,TM4SF4,MUC13,ALDH3A1,ALDH1A1,CDH17,UGT1A10,ANXA10,UPK1B
ACH-000503,BICR16,BICR16_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,KRT5,KRT6A,KRT14,KRT17,KRT16,S100A8,SPRR1B,SPRR2D,SPRR1A,KRT13
ACH-000504,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,Female,Brain Cancer,Glioma,central_nervous_system,glioma,,central_nervous_system,A2M,COL1A2,S100B,COL11A1,SPARC,PLP1,BGN,ACTA2,COL1A1,ACTG2
ACH-000505,RKN,RKN_SOFT_TISSUE,Female,Sarcoma,Leiomyosarcoma,soft_tissue,leiomyosarcoma,,soft_tissue,IL1B,CSF3,MMP1,CXCL1,CXCL8,IL13RA2,IL33,PAX8,FN1,GREM1
ACH-000506,NCIH146,NCIH146_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,NTS,ASCL1,TAGLN3,DDC,LGALS14,UGT2A1,DLX5,INSM1,TMEM176A,SLC13A3
ACH-000507,KE39,KE39_STOMACH,Male,Gastric Cancer,Adenocarcinoma,gastric,gastric_adenocarcinoma,,gastric,PLA2G2A,LYZ,REG1A,SPINK1,LCN2,GPX2,APCDD1,TSPAN8,BMP4,CLDN2
ACH-000508,CORL88,CORL88_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,GRP,ASCL1,TFF3,MT1H,MT1G,IGFBP5,AKR1C2,SYT4,MYCL,TMEM176A
ACH-000509,HUT78,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous",lymphocyte,non_hodgkin_lymphoma,t_cell_cutaneous,lymphocyte,ACTG2,CD3D,KIR3DL2,CD3E,GNLY,ITM2A,CD52,ACTA2,CORO1A,IL2RG
ACH-000510,NCIH1299,NCIH1299_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,NSCLC,NSCLC_large_cell,lung,MAGEA4,XAGE1B,GAGE2E,GAGE1,TDRD12,CTAG1B,GAGE2A,CTAG1A,XAGE1A,RHOXF2
ACH-000511,CALU1,CALU1_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,NSCLC,NSCLC_squamous,lung,PSG1,NPPB,CAVIN2,KRT7,RGS4,F3,PSG4,SERPINE1,CYP24A1,LOX
ACH-000513,SNU1272,SNU1272_KIDNEY,Female,Kidney Cancer,"Renal Carcinoma, clear cell",kidney,renal_cell_carcinoma,clear_cell,kidney,UGT1A9,SERPINE1,TNFSF10,FGB,PDZK1IP1,GAL3ST1,SPP1,HAVCR1,KRTAP2-3,IL6
ACH-000514,NCIH1092,NCIH1092_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,GRP,DDC,ASCL1,CHGA,TAGLN3,INSM1,TFF3,ST18,IGFBP5,BEX1
ACH-000515,HCC33,HCC33_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,NNAT,DLK1,MYCL,CLEC18A,CLEC18C,CLEC18B,COL9A2,ATOH1,POU4F3,TAGLN3
ACH-000516,CAL78,CAL78_BONE,Male,Bone Cancer,Chondrosarcoma,bone,chondrosarcoma,,bone,COL6A3,GREM1,COL1A2,LUM,COL3A1,IL6,DCN,COL1A1,ITGA11,CSAG1
ACH-000517,SNU410,SNU410_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,OASL,IL7R,IFIT2,IFIT3,TGM2,PTGDS,PLAAT4,DDX60,ANKRD1,ADIRF
ACH-000518,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,KRT5,KRT15,KRT13,SAA2,KRT14,S100A8,SAA1,ALDH3A1,MMP13,LCN2
ACH-000519,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",blood,ALL,t_cell,blood,CHI3L2,CD3D,CD3E,GIMAP7,LEF1,IGLL1,SH2D1A,DNTT,GTSF1,SMIM24
ACH-000520,59M,59M_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, high grade serous",ovary,ovary_adenocarcinoma,high_grade_serous,ovary,DPEP3,CLDN11,PPP1R14A,CT45A1,PAGE2B,MSC,THBS2,CPA4,EDIL3,GAGE2E
ACH-000521,NCIH2030,NCIH2030_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,FGB,FGG,FGA,RPS4Y1,CYP24A1,CPS1,SPP1,NNMT,CCL2,GRAMD1B
ACH-000522,UMUC3,UMUC3_URINARY_TRACT,Male,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,IL13RA2,SPANXB1,MAGEA4,SERPINE1,MAGEC2,ZNF385D,CA12,KCNMA1,TIE1,MME
ACH-000523,NCIH1184,NCIH1184_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,FABP7,ASCL1,ISL1,SOX1,NELL2,DLL1,BTBD17,DNALI1,RHBDL3,MYCL
ACH-000524,KURAMOCHI,KURAMOCHI_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, high grade serous",ovary,ovary_adenocarcinoma,high_grade_serous,ovary,SLPI,WFDC2,CDH6,CP,S100A1,APOA1,SPON1,MSLN,CCDC146,PTGDS
ACH-000525,NCIH2171,NCIH2171_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,INSM1,PPP1R17,NEUROD1,RPRM,TAGLN3,CLVS1,RTN1,CPLX2,BEX1,GPX2
ACH-000526,HS821T,HS821T_FIBROBLAST,Female,Fibroblast,Bone,fibroblast,fibroblast_bone,,fibroblast,COL1A2,POSTN,COL1A1,COL3A1,ACAN,BGN,COL6A3,DCN,ACTA2,TAGLN
ACH-000527,OVISE,OVISE_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, clear cell",ovary,ovary_adenocarcinoma,clear_cell,ovary,CALB1,SPP1,SAA1,VTCN1,KLK6,S100A1,SLC12A3,NLRP2,PDZK1IP1,SLC34A2
ACH-000528,ABC1,ABC1_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,IGF2,CLDN6,UPK1B,XAGE2,S100A9,AGR2,VGLL1,C5orf38,UPK2,CLIC3
ACH-000529,T173,T173_FIBROBLAST,Unknown,Fibroblast,Bone,fibroblast,fibroblast_bone,,fibroblast,COL1A2,ELN,COL1A1,ABI3BP,POSTN,MFAP5,DCN,SULF1,ACAN,COL6A3
ACH-000530,DMS114,DMS114_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,HGF,MMP10,COL3A1,GJA1,PAX6,MAGEA4,CTCFL,PI15,DCN,LUM
ACH-000531,RS5,RS5_FIBROBLAST,Male,Fibroblast,Lung,fibroblast,fibroblast_lung,,fibroblast,GREM1,DCN,COL1A2,IGFBP5,LCE2A,TAGLN,COL1A1,COL3A1,THY1,IGFBP3
ACH-000532,SNU61,SNU61_LARGE_INTESTINE,Male,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,LGALS4,TSPAN8,KRT20,MUC13,GPA33,PHGR1,FABP1,AGR2,GPX2,VIL1
ACH-000533,NCIH2004RT,NCIH2004RT_SOFT_TISSUE,Unknown,Rhabdoid,Malignant Rhabdoid Tumor,soft_tissue,malignant_rhabdoid_tumor,,soft_tissue,CRH,SLN,ACTG2,TNNT3,DLK1,S100A1,IGF2,PDGFRA,OLFM3,RHAG
ACH-000534,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),lymphocyte,non_hodgkin_lymphoma,DLBCL,lymphocyte,MS4A1,IRAG2,MEF2B,CD22,VPREB3,CD79A,CD53,CD79B,JCHAIN,PLEK
